Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/01_53b6ce3c-72c8-49a3-9fa2-b4bf0cef91fd.jpg?v=1737634436,2,Plastic phone holder shaped like a jaguar or leopard,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/09_09a74247-4b71-4fa3-9e6f-1b5cef57c53b.jpg?v=1737634436,3,Jaguar-shaped phone clip for car use,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_541575dc-06c7-48bc-9dda-e967ce9dfaee.jpg?v=1737634436,4,Mobile phone holder in the shape of a leopard,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_7268f69e-9632-404a-81b2-169f698c3cb4.jpg?v=1737634436,5,Car phone clip with jaguar design,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_ed5e5028-fc70-4922-a3ff-2fe293dbc2ef.jpg?v=1737634437,6,Phone holder with a leopard or jaguar design,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/08_8544c4d1-80fc-42fd-9f7a-44b150a25e54.jpg?v=1737634437,7,Car phone clip shaped like a jaguar,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_bdda2e5c-153d-4bec-9ecc-8b3f7a526cd9.jpg?v=1737634437,8,Mobile phone holder with a stylish jaguar design,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/07_0055b73f-b0e2-4e88-a762-e87ab3f47641.jpg?v=1737634437,9,Plastic phone clip with a jaguar pattern,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,"Beauty Ice Roller for Face & Eye Massager (Reusable, Loose)","<p><strong>1224L BEAUTY ICE ROLLER FOR FACE MASSAGER &amp; EYE REUSABLE FACE ROLLERS FACIAL ROLLER ( Loose )<br></strong><span data-mce-fragment=""1""><br><br><strong>Description :- </strong><br><br></span></p>
<p><span data-mce-fragment=""1"">It can be used for daily care, moisturizing, removing bags under the eyes, etc. and can be used after facial treatments. It refreshes and calms the skin, shrinks pores, promotes blood circulation in the skin, lubricates the skin, and creates a healthy glow for the skin by stimulating blood circulation, allowing you to fully enjoy comfort and beauty.</span></p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">Suitable for various situations, can massage face, eyes, back cleansing. Diamond-cutter shade exterior design, easy to hold.<br><br></span></li>
<li><span class=""a-list-item"">This ice roller is made of high-quality silicone material, which is repeatable and durable. New beauty care product, massage face &amp; body, physical cooling, soothe the skin.<br><br></span></li>
<li><span class=""a-list-item"">Suitable for All Skin Types. Reduce blood redness, remove puffiness and fine lines, shrink pores and lubricate the skin, improve Skin Problems. <br><br></span></li>
<li><span class=""a-list-item"">This ice face roller for face can reduce the occurrence of acne, remove fine lines, applying ice to the face can effectively restore smooth, improve your skin problem.<br><br></span></li>
<li><span class=""a-list-item"">Very comfortable to hold. Small and light design, easy to use. Easy to grasp, About usage: fill the cube with water.</span></li>
</ul>
<p><span data-mce-fragment=""1""><br><br><strong>Dimension :- <br> <br></strong>         Volu. Weight (Gm) :- 46<br data-mce-fragment=""1""><br data-mce-fragment=""1"">         Product Weight (Gm) :- 45<br data-mce-fragment=""1""><br data-mce-fragment=""1"">          Ship Weight (Gm) :- 46<br data-mce-fragment=""1""><br data-mce-fragment=""1"">          Length (Cm) :- 10<br data-mce-fragment=""1""><br data-mce-fragment=""1"">         Breadth (Cm) :- 6<br data-mce-fragment=""1""><br data-mce-fragment=""1"">          Height (Cm) :- 3<strong><br data-mce-fragment=""1""><br></strong></span></p>",Shoppinest,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools > Skin Care Rollers,Health & Personal Care,"Beauty, Beauty  Health Grocery, face, face massager, face roller, Health & Beauty, Health & Personal Care, ice roller, INDIA, Loose, Personal Care, roller, summer 2024, Summer Class, summer season, Viral Gadget",TRUE,Title,Default Title,,,,,,,,1224l_ind_face_ice_roller,46,shopify,deny,manual,36,299,TRUE,TRUE,1224l_ind_face_ice_roller,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/1224a_ind_face_ice_roller_b3bf911e-f8c9-420d-bc7d-dce7a06550b6.jpg?v=1745483424,1,,FALSE,Buy Beauty Ice Roller for Face & Eye Massage,"Enhance your skincare routine with DeoDap's beauty ice roller for face & eye massager, designed for soothing and refreshing massages. Order now!",7018,,,,,,,,,,,,g,,,TRUE,,,active
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/10_006da5e9-689b-42d8-aaf4-e45601a79b0d.jpg?v=1745483424,2,Ice roller for face and eye massage with reusable design,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_94fe8ae3-7552-4cf8-b017-3e3efb2e08a8.jpg?v=1745483424,3,Reusable facial ice roller for massaging,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/06_88c7456a-0d7f-4f26-b307-cc1a0999486e.jpg?v=1745483424,4,Facial roller with reusable ice feature,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_b4d28736-5884-4448-8925-fc6bfd5ce808.jpg?v=1745483419,5,Facial massager roller with ice pack for cooling,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_217bb426-4c81-41f8-85b6-4016fd5ee0d0.jpg?v=1745483419,6,Eye and face roller with cooling gel,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_dd2e9514-24c1-4876-bd58-0ff3a51ac21e.jpg?v=1745483419,7,Ice roller for facial care and massage,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/07_30034544-3978-46d6-bbad-16880fe75974.jpg?v=1745483419,8,Reusable facial ice roller for refreshing skincare,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/08_4cbf1982-e9b7-4f6d-b9a0-13013faaf40b.jpg?v=1745483419,9,Facial massager roller with ice for cooling effect,,,,,,,,,,,,,,,,,,,,,,
1224l_ind_face_ice_roller,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/110728e8-dae4-42d7-9916-0662de61b7d5.jpg?v=1745483419,10,Ice roller,,,,,,,,,,,,,,,,,,,,,,
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,Shower Head Multi-Function Plastic High Pressure Shower Spray for Bathroom,"<strong>9047 Shower Head Multi-Function Plastic High Pressure Shower Spray for Bathroom<br></strong><span><span><br><br><strong>Description :- </strong><br><br></span></span>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">MULTI SPRAY EXPERIENCE: Enrich your experience in the shower with the NEW rainduet Mist showerhead. Its unique Mist spray gently caresses and soothes your skin leaving you restored and rejuvenated at any time during the day. Mist spray energizes you from spent to confident giving an exceptional experience when you feel the embrace of a fine spray on your body. Including Mist you can switch between 3 unique spray settings.<br><br></span></li>
<li><span class=""a-list-item"">FULL COVERAGE SPRAY: Produces a wide encompassing spray for an indulgent, luxurious showering experience, with a sizeable spray face area that thoroughly drenches and cleanses. Ideal for everyday use.<br><br></span></li>
<li><span class=""a-list-item"">POWERFUL MASSAGE SPRAY: It is a focused stream that targets sore muscles, or use as a utility spray to rinse kids, pets, and your shower.<br><br></span></li>
<li><span class=""a-list-item"">MIST &amp; FULL COVERAGE COMBINATION SPRAY: A combination spray while providing a full coverage, maintains a soothing mist at the center to elevate the bathing experience be it for tender areas such as washing face or just standing under the shower to feel the caress of the mist spray.<br><br></span></li>
<li><span class=""a-list-item"">POWERFUL MASSAGE &amp; FULL COVERAGE COMBINATION SPRAY: A warm, targeted stream combined with invigorating and equally distributed spray coverage regardless of water pressure.<br><br></span></li>
<li><span class=""a-list-item"">MASTERCLEAN SPRAYFACE: Features an easy-to-clean surface with silicon nozzles that withstands mineral buildup.</span></li>
</ul>
<span><br><strong>Dimension :- <br><br></strong>        Volu. Weight (Gm) :- 366<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">        Product Weight (Gm) :- 128<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">        Ship Weight (Gm) :- 366<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">        Length (Cm) :- 27<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">        Breadth (Cm) :- 11<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">        Height (Cm) :- 6<strong><br data-mce-fragment=""1""><br></strong></span>",Shoppinest,Uncategorized,Home & Kitchen,"Bathroom Accessories, China",TRUE,Title,Default Title,,,,,,,,9047_shower_head,366,shopify,deny,manual,128,299,TRUE,TRUE,9047_shower_head,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/08_ab21f72d-6c7a-424c-84a6-ea239170e320.jpg?v=1737634441,1,Plastic shower head with multi-function spray options,FALSE,9047 Shower Head Multi-Function Plastic High Pressure,9047 Shower Head Multi-Function Plastic High Pressure Shower Spray for Bathroom Description :-  MULTI SPRAY EXPERIENCE: Enrich your - DeoDap,,,,,,,,,,,,,g,,,TRUE,,,active
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/WhatsAppImage2023-02-02at5.31.19PM_c1c8eb64-f11c-4ee9-9dc0-f280a8393a98.jpg?v=1737634441,2,High-pressure shower head with a plastic build,,,,,,,,,,,,,,,,,,,,,,
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_0c688813-b370-4581-93fe-a806cdca6712.jpg?v=1737634441,3,Bathroom shower head with various spray settings,,,,,,,,,,,,,,,,,,,,,,
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_0a9fb774-6221-4329-a5db-c5076e23d5b1.jpg?v=1737634441,4,Multi-function shower spray head with high pressure,,,,,,,,,,,,,,,,,,,,,,
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/07_a5dc88d9-d264-4e34-b1db-752a41455d82.jpg?v=1737634441,5,Plastic high-pressure shower head with multiple settings,,,,,,,,,,,,,,,,,,,,,,
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_2bbef6dc-c923-4a0b-be02-bbd2f3e9d12a.jpg?v=1737634441,6,Shower head with different spray modes for bathroom use,,,,,,,,,,,,,,,,,,,,,,
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_94a9f359-e65c-4b5d-9f4a-2ce7be2a96a0.jpg?v=1737634442,7,High-pressure shower spray with ergonomic handle,,,,,,,,,,,,,,,,,,,,,,
9047-shower-head-multi-function-plastic-high-pressure-shower-spray-for-bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/06_c8926927-af52-4141-84cd-948226f6c206.jpg?v=1737634442,8,Multi-function plastic shower head with adjustable settings,,,,,,,,,,,,,,,,,,,,,,
7126-oil-sprayer-dispenser-oil-versatile-glass-spray-bottle-for-cooking-multi-use-bottle,Oil Sprayer Dispenser Glass Bottle for Cooking & Multi-Use,"<strong>7126 Oil Sprayer Dispenser, Oil Versatile Glass Spray Bottle For Cooking &amp; Multi Use Bottle<br></strong><span data-mce-fragment=""1""><br><br><strong>Description :-</strong><br></span>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">A set contains  Oil Sprayer Dispenser of 100ml capacity :  which can be filled with different oils, which is convenient to distinguish and looks more high-end.<br><br></span></li>
<li><span class=""a-list-item"">Made from high quality glass, 100% food safe, BPA free and eco-friendly, Smart design of transparent glass pot, you can tell the amount of remaining liquid easily.<br><br></span></li>
<li><span class=""a-list-item"">Widely used for various cooking purposes in the kitchen ,Baking, Roasting, Grilling, Frying, BBQ and so on. Fill this sprayer with your favorite oils, sunflower oil, vinegar, soy sauce, lemon juice.<br><br></span></li>
<li><span class=""a-list-item"">Our oil sprayer dispenser very easy to use and clean ,the oil sprayer produces an even, pure mist make your foods look more beautiful and taste well. And you can clean the bottle easily just unscrew the lid warm water.<br><br></span></li>
<li><span class=""a-list-item"">Please feel free to contact us if you have any questions. We look forward to bringing you a good experience and hope you can have a pleasant shopping experience.</span></li>
</ul>
<span data-mce-fragment=""1""><br><strong>Dimension :- <br><br></strong>                    Volu. Weight (Gm) :- 105<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">                    Product Weight (Gm) :- 162<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">                    Ship Weight (Gm) :- 162<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">                    Length (Cm) :- 5<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">                    Breadth (Cm) :- 5<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">                    Height (Cm) :- 19<br data-mce-fragment=""1""><strong><br></strong></span>",Shoppinest,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Oil & Vinegar Dispensers > Oil Dispensers,Home & Kitchen,"China, color box pack, dispenser, Kitchen, Kitchen  Tools, Kitchen Accessories, oil, oil brush, oil dispenser",TRUE,Title,Default Title,,,,,,,,7126_cooking_oil_spraye_100ml,162,shopify,deny,manual,140,299,TRUE,TRUE,7126_cooking_oil_spraye_100ml,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_e0107ddc-73d9-4399-977c-42ccaf3a2c08.jpg?v=1746765125,1,Multi-use oil spray bottle,FALSE,,,6526,,,,,,,,,,,,g,,,TRUE,,,active
7126-oil-sprayer-dispenser-oil-versatile-glass-spray-bottle-for-cooking-multi-use-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/01_a74064c6-e468-4b6c-9739-9403829be4c9.jpg?v=1746765125,2,Versatile oil bottle,,,,,,,,,,,,,,,,,,,,,,
7126-oil-sprayer-dispenser-oil-versatile-glass-spray-bottle-for-cooking-multi-use-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/06_b8e42dc2-03d3-4248-a373-e92d95dae233.jpg?v=1746765125,3,Oil sprayer dispenser,,,,,,,,,,,,,,,,,,,,,,
7126-oil-sprayer-dispenser-oil-versatile-glass-spray-bottle-for-cooking-multi-use-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/07_f609ade1-dbf8-443d-b9b0-8380d2fad1c4.jpg?v=1746765125,4,Glass spray bottle for cooking,,,,,,,,,,,,,,,,,,,,,,
7126-oil-sprayer-dispenser-oil-versatile-glass-spray-bottle-for-cooking-multi-use-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_6684fafd-14a1-4dd9-b35c-e753192719fd.jpg?v=1746765124,5,Cooking oil sprayer,,,,,,,,,,,,,,,,,,,,,,
7126-oil-sprayer-dispenser-oil-versatile-glass-spray-bottle-for-cooking-multi-use-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_c854428e-5945-448a-9abf-0dd6a1e4c6b4.jpg?v=1737634444,6,Glass spray dispenser,,,,,,,,,,,,,,,,,,,,,,
7126-oil-sprayer-dispenser-oil-versatile-glass-spray-bottle-for-cooking-multi-use-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_985de5f6-5bc9-465f-8633-e7db9d18bfff.jpg?v=1737634444,7,Oil spray bottle for cooking,,,,,,,,,,,,,,,,,,,,,,
5223_cnp_2glass_n_holder,2 Wine Glasses & Marble Holder - Attractive Design for Hotels & Cafes,"<span data-mce-fragment=""1""><strong>5223 2Wine Glass &amp; Marble Holder New &amp; Attractive Design For Hotel &amp; Cafés Use  </strong><br><br><strong>Description :- </strong><br></span>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">2 Glass &amp; Marble Holder <br><br></span></li>
<li><span class=""a-list-item"">Tall, iconic glass shape defined by clean, modern lines with a light, elegant palm-feel<br><br></span></li>
<li><span class=""a-list-item"">Expansive matching set, perfect for large dinner parties<br><br></span></li>
<li><span class=""a-list-item"">Glass is Best Choice For Gift <br><br></span></li>
<li><span class=""a-list-item"">Lead-free<br><br></span></li>
<li><span class=""a-list-item"">Durable and dishwasher safe for quick, easy cleanup; to help preserve your products, please refer to the Libbey website for care and handling instructions</span></li>
</ul>
<span data-mce-fragment=""1""><br><strong>Dimension :- <br><br></strong>              Volu. Weight (Gm) :- 2012<br data-mce-fragment=""1""><br data-mce-fragment=""1"">              Product Weight (Gm) :- 1309<br data-mce-fragment=""1""><br data-mce-fragment=""1"">              Ship Weight (Gm) :- 2012<br data-mce-fragment=""1""><br data-mce-fragment=""1"">             Length (Cm) :- 26<br data-mce-fragment=""1""><br data-mce-fragment=""1"">             Breadth (Cm) :- 35<br data-mce-fragment=""1""><br data-mce-fragment=""1"">             Height (Cm) :- 11<strong><br data-mce-fragment=""1""><br></strong></span>",Shoppinest,Home & Garden > Kitchen & Dining > Barware > Wine Bottle Holders,Home & Kitchen,"brown box pack, China, Kitchen Tools, Marble Holder, one time lot product, wine bottle holder, Wine Glasses",TRUE,Title,Default Title,,,,,,,,5223_cnp_2glass_n_holder,2000,shopify,deny,manual,722,1444,TRUE,TRUE,5223_cnp_2glass_n_holder,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_71253fc3-c4d2-4f9c-a331-b467aeadd21c.jpg?v=1686747489,1,Wine glass holder design,FALSE,5223 2Wine  Glass & Marbal Holder New & Attractive,5223 2Wine  Glass &amp; Marbal Holder New &amp; Attractive Design For Hotel &amp; Cafes Use   Description :-  2 Glass &amp; Marbal - B&T Kustom Designs,8493,,,,,,,,,,,,g,,,TRUE,,,active
5223_cnp_2glass_n_holder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/01_ef7cad6a-aebb-4ad9-b3b4-4b62b98ddda1.jpg?v=1686747489,2,Marble glass holder,,,,,,,,,,,,,,,,,,,,,,
5223_cnp_2glass_n_holder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/07_ffa1eb3e-1ea5-4191-b2da-00abea7e4ad2.jpg?v=1686747489,3,Hotel glass holder,,,,,,,,,,,,,,,,,,,,,,
5223_cnp_2glass_n_holder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_4004c27a-cea4-482a-8249-2da22869d8a9.jpg?v=1686747489,4,Cafe glass holder design,,,,,,,,,,,,,,,,,,,,,,
5223_cnp_2glass_n_holder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/06_7463443a-4bbb-4bd1-8267-2fd59557bec7.jpg?v=1686747489,5,Attractive marble holder,,,,,,,,,,,,,,,,,,,,,,
5223_cnp_2glass_n_holder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_5aeb398f-22ed-4b00-b327-4dc92830a2e7.jpg?v=1686747489,6,New wine glass holder,,,,,,,,,,,,,,,,,,,,,,
5223_cnp_2glass_n_holder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/08_56f126a1-2bd4-47b8-a5b5-f8761a3f3b3f.jpg?v=1686747489,7,Glass holder for cafes,,,,,,,,,,,,,,,,,,,,,,
5223_cnp_2glass_n_holder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_38feef4a-f293-46e0-95c7-5c6d4dd778d5.jpg?v=1686747489,8,Hotel and cafe glass holder,,,,,,,,,,,,,,,,,,,,,,
